"","year","male","region","race","bday_m_cutoff","stem","education","income","score","varsity","single_parent_hh"
"12221",2016,0,4,1,-22,0,13,40652,1140,0,1
"12222",2016,0,4,1,-28,0,12,48356,1080,0,0
"12223",2016,0,4,3,-159,0,13,50134,1180,0,0
"12224",2016,1,4,2,129,0,13,39586,1160,0,0
"12225",2016,0,4,1,60,0,14,68616,1260,0,0
"12226",2016,0,4,1,-179,0,11,55573,1050,1,1
"12227",2016,1,4,1,68,0,13,87806,1230,0,0
"12228",2016,0,4,3,-56,0,16,68287,1410,1,0
"12229",2016,1,4,1,-55,0,13,62152,1210,0,1
"12230",2016,1,4,1,-89,0,16,73319,1400,1,1
"12231",2016,0,4,2,-49,0,16,55623,1390,0,0
"12232",2016,0,4,5,151,0,13,42461,1170,0,0
"12233",2016,1,4,3,-19,0,16,63829,1420,0,0
"12234",2016,0,4,3,42,0,14,29816,1230,0,1
"12235",2016,1,4,1,75,0,11,62562,1070,0,1
"12236",2016,1,4,1,169,0,10,66806,1010,0,1
"12237",2016,1,4,1,169,0,13,85278,1250,0,0
"12238",2016,1,4,1,55,0,14,73695,1260,0,0
"12239",2016,0,4,3,-47,0,16,41051,1380,0,0
"12240",2016,0,4,1,135,0,11,76990,1080,0,0
"12241",2016,1,4,1,-130,0,15,72594,1330,0,0
"12242",2016,0,4,1,107,0,14,53153,1250,0,1
"12243",2016,1,4,2,139,0,10,34705,940,0,0
"12244",2016,0,4,1,-116,0,14,62942,1270,0,0
"12245",2016,1,4,1,-165,0,12,76662,1130,0,1
"12246",2016,1,4,1,-56,0,14,59896,1270,1,1
"12247",2016,1,4,1,-145,0,10,59568,970,0,1
"12248",2016,1,4,1,178,0,16,95265,1430,1,0
"12249",2016,1,4,3,-102,0,13,67314,1200,0,0
"12250",2016,1,4,2,-45,0,11,59038,1050,0,0
"12251",2016,0,4,1,166,0,12,82460,1160,0,0
"12252",2016,1,4,1,3,0,18,70942,1570,0,0
"12253",2016,1,4,3,47,0,12,80182,1140,0,0
"12254",2016,1,4,1,3,0,12,101068,1170,0,0
"12255",2016,1,4,1,173,0,16,105466,1480,0,0
"12256",2016,0,4,2,77,0,10,25423,920,0,1
"12257",2016,1,4,1,-132,0,11,83163,1070,0,0
"12258",2016,1,4,3,103,0,12,63623,1140,0,1
"12259",2016,1,4,1,167,0,11,60365,1030,0,0
"12260",2016,0,4,1,151,0,12,70464,1130,0,0
"12261",2016,0,4,1,-69,0,16,73486,1420,1,0
"12262",2016,0,4,1,-107,0,10,54262,950,0,1
"12263",2016,1,4,2,56,0,10,39179,950,0,1
"12264",2016,1,4,1,-9,0,18,104991,1580,0,0
"12265",2016,0,4,3,82,0,14,42075,1210,0,1
"12266",2016,1,4,2,83,0,11,36885,1010,1,1
"12267",2016,0,4,2,-85,0,16,31049,1330,1,0
"12268",2016,0,4,1,-11,0,14,60337,1270,0,0
"12269",2016,1,4,3,182,0,11,64724,1070,0,0
"12270",2016,1,4,1,-53,0,17,61964,1450,1,1
"12271",2016,1,4,1,129,0,14,88825,1320,1,0
"12272",2016,0,4,1,-122,0,11,50750,1050,0,0
"12273",2016,1,4,2,121,0,17,47536,1440,0,0
"12274",2016,0,4,1,-118,0,11,62758,1050,0,0
"12275",2016,0,4,1,102,0,10,48712,980,0,1
"12276",2016,1,4,1,108,0,13,79525,1210,0,0
"12277",2016,0,4,2,-22,0,11,34831,1000,0,0
"12278",2016,1,4,4,152,0,11,51853,1060,0,1
"12279",2016,0,4,1,25,0,13,49491,1160,0,1
"12280",2016,1,4,3,4,0,11,39902,1010,1,1
"12281",2016,1,4,1,-5,0,13,77654,1220,0,0
"12282",2016,0,4,3,-87,0,17,32833,1430,1,1
"12283",2016,0,4,1,93,0,10,62388,1000,0,0
"12284",2016,1,4,3,-4,0,11,52521,1020,0,0
"12285",2016,1,4,1,-55,0,13,60242,1170,0,1
"12286",2016,1,4,1,-121,0,15,86199,1350,0,0
"12287",2016,1,4,3,153,0,11,45882,1030,0,1
"12288",2016,0,4,4,-104,0,12,49858,1100,0,0
"12289",2016,0,4,3,20,0,8,28122,800,0,0
"12290",2016,0,4,1,42,0,10,65565,970,0,0
"12291",2016,0,4,3,-10,0,10,37224,920,0,1
"12292",2016,1,4,1,37,0,14,73545,1290,0,1
"12293",2016,1,4,1,-153,0,14,81208,1310,0,0
"12294",2016,0,4,1,152,0,12,70926,1150,0,0
"12295",2016,1,4,1,161,0,15,90570,1370,0,0
"12296",2016,1,4,1,73,0,14,92830,1300,1,0
"12297",2016,1,4,1,4,0,13,74148,1200,0,0
"12298",2016,1,4,1,-180,0,12,52623,1100,0,1
"12299",2016,0,4,3,158,0,15,67554,1330,0,0
"12300",2016,0,4,1,77,0,12,42261,1090,1,1
"12301",2016,1,4,1,-7,0,13,70938,1190,0,0
"12302",2016,1,4,2,-115,0,11,53577,1020,0,1
"12303",2016,1,4,1,-86,0,12,64862,1150,0,1
"12304",2016,0,4,2,70,0,8,21872,770,0,1
"12305",2016,1,4,4,158,0,10,57165,970,0,1
"12306",2016,0,4,3,165,0,9,60290,900,0,0
"12307",2016,0,4,1,173,0,10,66385,970,0,0
"12308",2016,0,4,1,142,0,10,58032,990,0,0
"12309",2016,0,4,1,-74,0,12,57887,1090,0,0
"12310",2016,0,4,1,-119,0,11,54195,1020,0,1
"12311",2016,0,4,1,175,0,12,65766,1120,0,0
"12312",2016,0,4,1,93,0,14,80126,1290,1,0
"12313",2016,1,4,1,-58,0,13,63943,1170,0,1
"12314",2016,0,4,3,8,0,8,31678,780,0,1
"12315",2016,0,4,1,117,0,16,60647,1380,0,0
"12316",2016,0,4,2,-55,0,13,43923,1140,0,0
"12317",2017,1,4,1,-104,0,10,56209,980,0,1
"12318",2017,0,4,1,174,0,14,61818,1250,0,0
"12319",2017,0,4,4,163,0,12,30727,1070,0,1
"12320",2017,1,4,1,-132,0,11,77047,1090,0,0
"12321",2017,1,4,2,165,0,9,40859,870,0,0
"12322",2017,1,4,3,-71,0,14,46117,1220,0,1
"12323",2017,0,4,1,151,0,9,53654,880,0,1
"12324",2017,0,4,1,167,0,13,65079,1200,0,0
"12325",2017,1,4,1,-67,0,14,82720,1290,0,0
"12326",2017,1,4,2,-76,0,12,37995,1090,0,0
"12327",2017,0,4,1,-156,0,11,71447,1070,0,0
"12328",2017,0,4,4,-47,0,10,40427,950,0,0
"12329",2017,1,4,3,116,0,12,82285,1170,0,0
"12330",2017,1,4,1,148,0,18,88234,1560,1,0
"12331",2017,1,4,1,-166,0,19,93984,1600,0,0
"12332",2017,1,4,2,157,0,14,61043,1280,1,1
"12333",2017,0,4,3,-72,0,14,56441,1270,0,0
"12334",2017,1,4,1,27,0,12,66349,1120,0,0
"12335",2017,0,4,4,180,0,12,45597,1110,0,0
"12336",2017,1,4,3,129,0,11,73260,1070,0,0
"12337",2017,1,4,2,-141,0,13,44346,1160,0,1
"12338",2017,1,4,1,152,0,13,61421,1190,0,1
"12339",2017,1,4,1,125,0,10,69107,980,0,1
"12340",2017,1,4,3,11,0,16,69535,1430,1,0
"12341",2017,1,4,1,-107,0,13,67373,1210,0,0
"12342",2017,0,4,1,141,0,10,49305,970,1,1
"12343",2017,0,4,1,-2,0,13,72421,1210,1,0
"12344",2017,0,4,1,5,0,11,61308,1060,1,0
"12345",2017,0,4,1,66,0,10,38906,940,1,1
"12346",2017,1,4,1,-38,0,13,60678,1210,0,1
"12347",2017,1,4,6,-80,0,15,82322,1360,1,0
"12348",2017,1,4,2,-179,0,16,53259,1380,1,0
"12349",2017,0,4,4,-41,0,13,51112,1170,0,0
"12350",2017,0,4,3,62,0,12,67636,1150,0,0
"12351",2017,1,4,1,181,0,10,78760,1030,1,0
"12352",2017,1,4,1,-164,0,12,95229,1180,0,0
"12353",2017,1,4,2,62,0,10,45122,960,0,1
"12354",2017,1,4,1,153,0,15,90389,1360,0,0
"12355",2017,0,4,3,45,0,9,41298,880,0,0
"12356",2017,1,4,2,-87,0,10,60531,960,0,0
"12357",2017,0,4,2,-80,0,13,32065,1150,0,1
"12358",2017,1,4,1,-13,0,11,68748,1050,0,1
"12359",2017,0,4,2,-158,0,12,55223,1120,1,0
"12360",2017,0,4,1,159,0,11,67391,1050,0,0
"12361",2017,1,4,1,-139,0,21,76807,1600,1,0
"12362",2017,0,4,3,161,0,11,56558,1030,0,0
"12363",2017,1,4,3,-167,0,14,83299,1280,0,0
"12364",2017,0,4,2,80,0,11,29299,990,0,1
"12365",2017,0,4,1,69,0,13,60995,1210,0,0
"12366",2017,1,4,3,-66,0,11,51334,1050,0,1
"12367",2017,0,4,1,116,0,15,57594,1330,0,1
"12368",2017,1,4,1,98,0,14,68630,1280,0,1
"12369",2017,0,4,1,-47,0,15,50412,1310,0,0
"12370",2017,0,4,2,-100,0,11,43921,1030,0,0
"12371",2017,1,4,2,-150,0,11,51515,1050,0,0
"12372",2017,0,4,2,-117,0,14,31339,1220,0,1
"12373",2017,1,4,2,132,0,9,43902,890,0,1
"12374",2017,1,4,3,11,0,16,46031,1390,0,1
"12375",2017,0,4,2,170,0,17,26162,1390,0,1
"12376",2017,1,4,1,111,0,13,92818,1260,1,0
"12377",2017,0,4,1,3,0,12,57947,1090,0,0
"12378",2017,0,4,1,-101,0,13,44693,1180,1,1
"12379",2017,0,4,1,-29,0,18,70258,1570,0,0
"12380",2017,0,4,2,157,0,8,31101,790,0,1
"12381",2017,0,4,2,-11,0,15,51963,1310,0,0
"12382",2017,0,4,3,157,0,15,49010,1310,1,0
"12383",2017,1,4,1,87,0,10,64132,990,0,1
"12384",2017,1,4,4,48,0,18,59187,1530,1,0
"12385",2017,1,4,2,-30,0,14,67026,1270,0,0
"12386",2017,1,4,3,133,0,17,46041,1420,0,1
"12387",2017,1,4,1,107,0,11,62408,1060,0,1
"12388",2017,1,4,3,-129,0,13,66365,1180,0,0
"12389",2017,1,4,2,75,0,9,53492,910,0,0
"12390",2017,0,4,1,31,0,11,53078,1020,0,0
"12391",2017,0,4,2,44,0,12,45838,1110,0,0
"12392",2017,1,4,3,159,0,14,56305,1240,0,0
"12393",2017,0,4,1,74,0,10,52307,950,1,0
"12394",2017,0,4,2,100,0,9,34135,880,0,1
"12395",2017,0,4,3,-40,0,17,51548,1460,0,0
"12396",2017,1,4,1,59,0,13,70028,1200,0,1
"12397",2017,1,4,1,-129,0,11,61903,1030,0,1
"12398",2017,0,4,3,43,0,12,55828,1130,1,0
"12399",2017,0,4,3,-10,0,11,43367,1000,0,0
"12400",2017,0,4,4,-147,0,14,69399,1270,0,0
"12401",2017,1,4,1,166,0,12,76832,1130,0,0
"12402",2017,1,4,1,-89,0,13,78942,1200,0,0
"12403",2017,0,4,1,-56,0,12,76859,1140,0,0
"12404",2017,0,4,1,158,0,18,64258,1560,1,0
"12405",2017,1,4,1,137,0,9,59891,890,0,1
"12406",2017,1,4,1,-131,0,20,73994,1600,1,0
"12407",2017,1,4,1,-179,0,15,70824,1320,0,1
"12408",2017,1,4,1,-25,0,13,73617,1200,0,1
"12409",2017,1,4,1,63,0,10,67858,1010,0,1
"12410",2017,0,4,3,124,0,12,52810,1100,0,0
"12411",2017,1,4,3,10,0,9,40798,900,0,1
"12412",2017,1,4,2,-168,0,16,40421,1340,0,1
"12413",2017,0,4,1,-168,0,15,70355,1350,0,0
"12414",2017,1,4,1,29,0,14,82866,1310,1,0
"12415",2017,0,4,5,-13,0,14,45508,1220,0,0
"12416",2017,1,4,2,-113,0,13,33526,1130,0,1
"12417",2017,0,4,1,-62,0,12,62769,1130,0,0
"12418",2017,1,4,3,0,0,9,64348,920,0,0
"12419",2017,1,4,3,4,0,9,41740,860,0,1
"12420",2017,1,4,1,92,0,13,84071,1220,0,0
"12421",2017,1,4,3,73,0,10,45477,940,0,1
"12422",2017,1,4,1,-12,0,13,76259,1220,0,0
"12423",2017,0,4,5,36,0,14,42132,1220,0,1
"12424",2017,0,4,3,36,0,9,46765,870,0,0
"12425",2017,0,4,1,51,0,10,73403,980,0,0
"12426",2017,0,4,1,93,0,16,77825,1420,0,0
"12427",2017,1,4,2,91,0,16,54994,1390,1,0
"12428",2017,1,4,1,-117,0,13,117286,1260,0,0
"12429",2017,0,4,1,98,0,14,54736,1270,0,1
"12430",2017,0,4,2,146,0,14,33143,1230,0,1
"12431",2017,1,4,3,142,0,14,62084,1270,0,0
"12432",2017,1,4,4,-90,0,11,48263,1010,0,1
"12433",2017,0,4,1,115,0,13,71710,1220,0,0
"12434",2017,1,4,3,149,0,10,46871,980,0,1
"12435",2017,0,4,1,111,0,15,55462,1320,1,0
"12436",2017,0,4,1,-7,0,12,55295,1120,0,1
"12437",2017,0,4,3,170,0,16,37316,1350,1,1
"12438",2017,0,4,3,-89,0,13,34093,1150,0,1
"12439",2017,1,4,1,23,0,16,66802,1390,0,0
"12440",2017,1,4,1,172,0,11,83801,1100,0,0
"12441",2017,1,4,1,-56,0,14,81355,1290,0,0
"12442",2017,0,4,4,13,0,15,64646,1350,1,0
"12443",2017,0,4,2,122,0,12,58527,1140,1,0
"12444",2017,0,4,1,105,0,14,52888,1260,0,0
"12445",2017,1,4,1,131,0,15,88226,1380,0,0
"12446",2017,1,4,1,166,0,15,87413,1350,0,0
"12447",2017,0,4,1,-7,0,20,72234,1600,1,0
"12448",2017,0,4,2,162,0,14,44838,1220,0,0
"12449",2017,0,4,2,-106,0,10,50507,980,0,0
"12450",2017,0,4,1,83,0,18,86516,1580,0,0
"12451",2017,1,4,1,131,0,12,75028,1140,0,0
"12452",2017,0,4,2,19,0,10,45007,960,0,0
"12453",2017,0,4,1,-83,0,13,70433,1190,0,0
"12454",2017,1,4,1,123,0,11,63694,1070,0,1
"12455",2017,1,4,1,-70,0,11,65593,1070,0,0
"12456",2017,1,4,3,-172,0,18,46118,1490,0,1
"12457",2017,1,4,1,11,0,13,88434,1240,1,0
"12458",2017,0,4,2,120,0,9,19620,850,0,1
"12459",2017,1,4,2,-172,0,11,78413,1100,1,0
"12460",2017,1,4,2,166,0,14,37308,1220,0,1
"12461",2017,1,4,2,-64,0,10,36973,920,0,1
"12462",2017,0,4,1,-113,0,13,53948,1160,0,1
"12463",2017,0,4,2,93,0,12,27901,1060,0,1
"12464",2017,0,4,2,-5,0,11,24926,970,0,0
"12465",2017,1,4,1,51,0,15,101770,1410,0,0
"12466",2017,0,4,3,46,0,12,44943,1100,0,0
"12467",2017,0,4,1,-13,0,11,70815,1060,0,0
"12468",2017,0,4,1,103,0,15,74314,1360,0,0
"12469",2017,1,4,4,-6,0,13,59025,1170,0,0
"12470",2017,0,4,1,33,0,10,73394,980,0,0
"12471",2017,0,4,1,-144,0,12,86842,1150,0,0
"12472",2017,0,4,1,176,0,14,79191,1300,0,0
"12473",2017,1,4,1,-116,0,14,65148,1240,0,0
"12474",2017,0,4,1,169,0,9,44109,900,1,0
"12475",2017,1,4,2,30,0,10,47925,960,0,0
"12476",2017,1,4,2,132,0,17,48203,1450,0,0
"12477",2017,0,4,2,-142,0,12,48836,1090,0,0
"12478",2017,1,4,1,99,0,11,74065,1060,0,1
"12479",2017,1,4,2,-106,0,14,43151,1240,0,1
"12480",2017,1,4,1,-14,0,12,72746,1150,0,0
"12481",2017,0,4,1,-171,0,12,49217,1110,0,0
"12482",2017,0,4,2,-168,0,9,28691,840,0,1
"12483",2017,1,4,1,-7,0,17,92349,1530,0,0
"12484",2017,1,4,2,-150,0,14,59905,1280,0,0
"12485",2017,0,4,1,-172,0,13,74769,1210,0,0
"12486",2017,1,4,2,111,0,10,59577,980,0,0
"12487",2017,1,4,1,-5,0,12,59338,1140,0,1
"12488",2017,1,4,3,-62,0,11,46174,1040,1,0
"12489",2017,0,4,3,-180,0,16,54319,1370,0,0
"12490",2017,0,4,1,24,0,15,47300,1290,0,1
"12491",2017,1,4,1,48,0,12,77445,1120,0,1
"12492",2017,0,4,1,160,0,11,60183,1050,0,0
"12493",2017,0,4,1,91,0,10,46697,940,0,0
"12494",2017,0,4,3,-99,0,12,47607,1110,0,0
"12495",2017,1,4,3,-70,0,14,57008,1250,0,0
"12496",2017,0,4,1,-53,0,13,54326,1200,0,1
"12497",2017,0,4,2,177,0,11,60970,1030,0,0
"12498",2017,0,4,1,53,0,13,50335,1170,1,1
"12499",2017,0,4,2,-56,0,8,27478,810,0,1
"12500",2017,1,4,1,179,0,12,84732,1180,0,0
"12501",2017,1,4,5,46,0,15,59276,1330,0,0
"12502",2017,1,4,1,64,0,12,71922,1150,0,0
"12503",2017,1,4,1,141,0,11,71979,1060,0,1
"12504",2017,1,4,1,-134,0,12,66578,1120,0,1
"12505",2017,0,4,1,91,0,11,79743,1060,0,0
"12506",2017,1,4,1,166,0,10,78081,990,0,1
"12507",2017,0,4,1,110,0,9,55413,920,0,1
"12508",2017,0,4,2,96,0,11,30458,1000,1,1
"12509",2017,0,4,1,-129,0,9,52925,900,0,1
"12510",2017,0,4,1,-45,0,17,77182,1490,1,0
"12511",2017,1,4,1,-72,0,13,87268,1250,1,0
"12512",2017,1,4,3,-121,0,13,47925,1150,0,1
"12513",2017,0,4,6,132,0,10,37897,950,0,0
"12514",2017,1,4,2,158,0,10,51211,950,0,0
"12515",2017,1,4,2,84,0,10,50931,970,0,0
"12516",2017,1,4,3,21,0,12,65342,1140,0,0
"12517",2017,0,4,1,144,0,14,61274,1260,0,0
"12518",2017,0,4,2,7,0,13,29336,1140,0,0
"12519",2017,1,4,4,129,0,14,61953,1240,0,0
"12520",2017,1,4,3,65,0,10,62744,970,0,0
"12521",2017,1,4,1,-50,0,12,78921,1170,0,1
"12522",2017,0,4,3,89,0,13,35207,1170,0,1
"12523",2017,1,4,1,11,0,11,74630,1080,0,1
"12524",2017,1,4,2,-7,0,15,69623,1320,0,0
"12525",2017,1,4,1,-155,0,13,95379,1260,1,0
"12526",2017,0,4,1,-175,0,14,79951,1300,0,0
"12527",2017,0,4,3,174,0,10,37835,940,0,1
"12528",2017,1,4,2,103,0,14,75831,1300,1,0
"12529",2017,1,4,2,73,0,13,42505,1140,0,0
"12530",2017,1,4,4,-99,0,16,61200,1420,0,0
"12531",2017,0,4,1,-100,0,15,79837,1360,1,0
"12532",2017,1,4,1,35,0,10,60952,990,1,0
"12533",2017,0,4,3,53,0,12,36171,1100,0,0
"12534",2017,1,4,3,-33,0,13,55077,1170,0,0
"12535",2017,0,4,2,48,0,9,42302,870,1,0
"12536",2017,0,4,1,53,0,10,77961,1020,0,0
"12537",2017,1,4,1,113,0,12,98514,1200,0,0
"12538",2017,1,4,1,-126,0,13,76651,1190,0,0
"12539",2017,1,4,3,-3,0,11,70527,1070,0,0
"12540",2017,0,4,1,-166,0,12,67560,1150,0,0
"12541",2017,1,4,3,-74,0,13,76552,1210,0,0
"12542",2017,0,4,1,42,0,10,45157,940,0,1
"12543",2017,1,4,3,-100,0,16,71015,1430,0,0
"12544",2017,1,4,2,160,0,10,54068,950,0,1
"12545",2017,0,4,3,94,0,12,72345,1120,0,0
"12546",2017,1,4,1,-88,0,11,69536,1060,0,0
"12547",2017,1,4,3,143,0,12,73256,1120,1,0
"12548",2017,0,4,2,72,0,10,44314,940,0,0
"12549",2017,1,4,3,-47,0,12,48678,1090,0,1
"12550",2017,0,4,1,-79,0,13,62676,1170,0,0
"12551",2017,0,4,1,5,0,10,48675,980,1,1
"12552",2017,0,4,1,-63,0,12,73449,1160,0,0
"12553",2017,1,4,1,2,0,14,93153,1290,1,0
"12554",2017,0,4,1,140,0,14,46649,1260,0,1
"12555",2017,1,4,1,-54,0,15,79394,1350,1,0
"12556",2017,0,4,1,163,0,15,66670,1330,1,0
"12557",2017,0,4,1,116,0,13,55062,1200,0,0
"12558",2017,0,4,1,-19,0,12,66358,1130,1,0
"12559",2017,1,4,1,156,0,12,77960,1140,0,0
"12560",2017,0,4,2,-10,0,10,31580,930,0,0
"12561",2017,0,4,1,38,0,13,67079,1180,1,0
"12562",2017,1,4,2,120,0,14,61421,1280,0,0
"12563",2017,0,4,2,-167,0,8,18643,790,0,1
"12564",2017,0,4,1,171,0,12,64473,1140,0,0
"12565",2017,1,4,2,-171,0,8,28216,790,0,1
"12566",2017,0,4,1,-93,0,16,78511,1420,0,0
"12567",2017,1,4,2,-55,0,11,41927,1030,0,0
"12568",2017,1,4,4,176,0,13,69006,1210,1,0
"12569",2017,1,4,2,168,0,11,64315,1070,0,0
"12570",2017,0,4,1,-56,0,16,50951,1400,1,0
"12571",2017,1,4,2,-118,0,11,45952,1020,0,0
"12572",2017,0,4,1,52,0,13,66805,1210,0,0
"12573",2017,1,4,1,-162,0,20,69364,1600,0,1
"12574",2017,0,4,2,-164,0,15,30220,1260,1,0
"12575",2017,1,4,2,96,0,15,79727,1340,0,0
"12576",2017,0,4,3,-112,0,11,58593,1060,0,0
"12577",2017,1,4,1,61,0,12,83495,1150,0,0
"12578",2017,1,4,1,-165,0,14,76356,1300,0,0
"12579",2017,0,4,1,118,0,10,55791,950,1,0
"12580",2017,1,4,1,13,0,15,72421,1340,0,0
"12581",2017,1,4,2,3,0,14,76726,1260,0,0
"12582",2017,1,4,2,-145,0,14,57254,1270,0,0
"12583",2017,0,4,1,-181,0,15,68908,1330,1,0
"12584",2017,0,4,2,151,0,13,52029,1200,0,0
"12585",2017,0,4,2,-29,0,14,35441,1220,0,0
"12586",2017,0,4,2,58,0,11,25711,990,0,1
"12587",2017,0,4,1,173,0,11,46763,1040,0,1
"12588",2017,0,4,2,-134,0,11,33939,1030,0,0
"12589",2017,1,4,1,42,0,11,79366,1100,1,0
"12590",2017,0,4,1,148,0,12,77616,1170,1,0
"12591",2017,1,4,1,123,0,18,100524,1580,1,0
"12592",2017,1,4,2,-55,0,13,39832,1180,0,1
"12593",2017,0,4,1,-90,0,15,62945,1330,0,0
"12594",2017,1,4,2,-80,0,18,64784,1520,1,0
"12595",2017,0,4,3,-167,0,11,34193,1020,0,0
"12596",2017,0,4,1,-98,0,12,51368,1110,0,1
"12597",2017,1,4,2,-85,0,11,69407,1040,0,0
"12598",2017,0,4,1,116,0,10,50272,950,0,1
"12599",2017,0,4,1,139,0,12,70393,1140,0,0
"12600",2017,0,4,1,-157,0,10,46207,940,0,1
"12601",2017,0,4,3,-98,0,13,55657,1190,1,0
"12602",2017,1,4,1,76,0,12,82579,1150,0,0
"12603",2017,0,4,2,-93,0,9,37518,860,0,0
"12604",2017,0,4,1,-46,0,12,50861,1080,0,0
"12605",2017,1,4,1,73,0,14,66430,1250,1,1
"12606",2017,0,4,1,-101,0,11,63170,1040,0,0
"12607",2017,1,4,1,-18,0,12,82258,1130,0,0
"12608",2017,0,4,2,-65,0,12,39812,1070,0,1
"12609",2017,1,4,1,44,0,12,64764,1130,1,1
"12610",2017,1,4,3,-168,0,13,76648,1190,0,0
"12611",2017,1,4,2,86,0,11,46218,1020,1,1
"12612",2017,1,4,1,173,0,13,62874,1170,1,0
"12613",2017,0,4,1,-89,0,11,59647,1060,0,1
"12614",2017,0,4,1,-157,0,12,58374,1130,0,1
"12615",2017,0,4,1,21,0,12,76613,1120,0,0
"12616",2017,1,4,2,-171,0,10,52964,990,0,0
"12617",2017,0,4,1,-89,0,13,54948,1200,0,1
"12618",2017,1,4,2,133,0,12,27722,1060,0,1
"12619",2017,0,4,1,154,0,12,67578,1110,0,0
"12620",2017,0,4,2,-103,0,13,45938,1180,0,0
"12621",2017,1,4,2,56,0,11,48520,1020,0,0
"12622",2017,1,4,1,2,0,11,65086,1060,0,1
"12623",2017,0,4,2,91,0,10,40169,940,0,0
"12624",2017,0,4,1,-110,0,17,58374,1450,0,0
"12625",2017,0,4,2,2,0,10,42616,960,0,0
"12626",2017,0,4,1,-159,0,15,54702,1310,0,1
"12627",2017,1,4,2,106,0,12,54470,1130,0,0
"12628",2017,0,4,1,50,0,13,51295,1170,1,1
"12629",2017,1,4,1,-97,0,11,73356,1080,0,0
"12630",2017,0,4,1,6,0,9,60160,900,0,0
"12631",2017,0,4,1,-63,0,14,80738,1270,0,0
"12632",2017,0,4,1,169,0,12,65929,1130,0,0
"12633",2017,1,4,2,37,0,13,47679,1150,0,0
"12634",2017,0,4,1,10,0,13,59474,1180,0,0
"12635",2017,1,4,1,104,0,15,100413,1380,1,0
"12636",2017,1,4,1,166,0,10,65627,970,0,1
"12637",2017,1,4,1,101,0,14,86257,1320,0,0
"12638",2017,1,4,1,-179,0,14,86685,1320,1,0
"12639",2017,0,4,2,174,0,11,25463,1010,0,1
"12640",2017,0,4,1,30,0,12,74408,1140,0,0
"12641",2017,1,4,1,91,0,16,69549,1390,0,1
"12642",2017,0,4,3,148,0,13,31988,1160,0,0
"12643",2017,0,4,3,48,0,10,60542,1000,0,0
"12644",2017,1,4,1,-36,0,16,89069,1460,0,0
"12645",2017,1,4,1,173,0,12,59942,1140,0,1
"12646",2017,1,4,2,120,0,9,51801,890,0,0
"12647",2017,1,4,1,162,0,16,85725,1430,1,0
"12648",2017,1,4,2,153,0,11,68632,1040,0,0
"12649",2017,0,4,1,-45,0,15,79248,1360,0,0
"12650",2017,1,4,2,-177,0,14,60418,1270,0,0
"12651",2017,1,4,1,136,0,16,87725,1460,0,0
"12652",2017,0,4,1,-139,0,11,65516,1040,0,0
"12653",2017,0,4,1,157,0,10,67820,1010,0,0
"12654",2017,0,4,2,-128,0,11,29477,990,1,1
"12655",2017,0,4,1,77,0,14,49833,1220,0,1
"12656",2017,0,4,1,-107,0,11,71018,1090,0,0
"12657",2017,0,4,1,-94,0,11,68485,1070,0,0
"12658",2017,0,4,1,-102,0,12,61936,1130,0,0
"12659",2017,1,4,1,-20,0,13,86599,1220,0,0
"12660",2017,0,4,1,77,0,13,76130,1230,1,0
"12661",2017,0,4,1,-37,0,12,52964,1100,0,1
"12662",2017,1,4,1,-100,0,13,78861,1200,0,0
"12663",2017,1,4,3,135,0,10,64086,1010,0,0
"12664",2017,1,4,1,5,0,12,74883,1140,0,0
"12665",2017,1,4,2,-162,0,10,53172,960,0,0
"12666",2017,0,4,1,141,0,12,48165,1110,0,1
"12667",2017,0,4,2,135,0,11,40666,1020,0,0
"12668",2017,0,4,1,66,0,17,81991,1480,0,0
"12669",2017,1,4,1,-130,0,11,65480,1050,0,1
"12670",2017,0,4,1,24,0,13,64672,1210,0,0
"12671",2017,0,4,2,132,0,8,39746,800,0,0
"12672",2017,1,4,1,51,0,14,105837,1320,0,0
"12673",2017,1,4,1,-62,0,13,66833,1210,0,1
"12674",2017,1,4,1,113,0,11,60684,1040,0,0
"12675",2017,0,4,1,110,0,10,58973,1000,0,0
"12676",2017,1,4,1,172,0,15,62251,1340,0,1
"12677",2017,0,4,1,2,0,10,48917,970,0,1
"12678",2017,1,4,1,37,0,13,76848,1200,1,1
"12679",2017,0,4,3,-16,0,17,64168,1480,0,0
"12680",2017,0,4,1,115,0,9,54758,880,0,1
"12681",2017,0,4,3,91,0,13,37658,1170,0,0
"12682",2017,1,4,5,16,0,8,43998,800,0,1
"12683",2017,0,4,1,-26,0,10,50708,950,0,0
"12684",2017,1,4,1,42,0,12,79533,1150,0,0
"12685",2017,1,4,1,20,0,11,54793,1050,0,1
"12686",2017,1,4,3,-39,0,13,60212,1180,0,0
"12687",2017,1,4,1,153,0,14,76517,1260,0,0
"12688",2017,1,4,1,-95,0,15,72489,1320,1,0
"12689",2017,1,4,5,-106,0,10,54279,980,0,1
"12690",2017,0,4,1,181,0,11,53087,1020,0,1
"12691",2017,0,4,4,-91,0,10,45236,940,0,0
"12692",2017,1,4,2,-72,0,14,49319,1230,0,0
"12693",2017,1,4,1,-19,0,17,81940,1510,1,0
"12694",2017,0,4,1,-7,0,16,91429,1420,0,0
"12695",2017,1,4,2,-14,0,11,51409,1040,0,0
"12696",2017,0,4,5,180,0,14,42673,1210,0,1
"12697",2017,1,4,5,1,0,10,68009,970,0,0
